E06000032,9946,14181,18821,22983,26388,31786,36469,44887,x
E06000031,10398,16231,19664,22901,25663,29845,33859,40635,x
E06000033,6334,10044,13698,16981,19751,24817,29697,35132,x
E06000034,x,x,19181,22963,26832,30591,35134,x,x
E10000003,9985,16391,20419,24614,28356,32466,38665,45455,x
E07000008,10146,17502,22187,26903,30163,35180,42352,51060,x
E07000009,x,x,x,20944,25076,28420,32712,x,x
E07000010,8671,13530,16126,18373,20532,23504,27806,x,x
E07000011,9234,17484,20460,24046,27693,30649,34202,42789,x
E07000012,11330,19123,23350,28216,33299,38226,43920,50745,x
E10000012,7456,11902,16404,20688,24408,28505,33000,39830,50327
E07000066,8440,12413,17279,21926,25833,30436,35411,x,x
E07000067,7158,11073,15873,19302,22842,26985,30614,35507,x
E07000068,x,12060,16166,20440,26139,29948,38894,x,x
E07000069,x,x,x,x,x,x,x,x,x
E07000070,8492,12858,18321,22263,26641,30005,35729,43299,x
E07000071,8891,13347,17662,20163,23777,27801,32038,37923,x
E07000072,8174,11754,16626,21589,25389,30620,x,x,x
E07000073,9268,12950,18683,22410,24733,28062,32090,x,x
E07000074,x,x,x,x,19667,23671,x,x,x
E07000075,x,10542,x,19794,23169,27066,x,x,x
E07000076,6894,9861,14796,19147,22070,26224,30143,x,x
E07000077,x,x,x,x,25498,29177,34876,x,x
E10000015,7115,11390,16988,21534,25902,30568,36840,44344,56141
E07000095,7967,x,20384,23799,29030,34526,41253,x,x
E07000096,x,6814,9563,13578,17951,22468,27318,34785,x
E07000242,x,11197,16345,21921,26190,32085,37878,45012,x
E07000098,9409,14457,18598,22068,28000,31745,37992,x,x
E07000099,x,x,x,19884,24997,29906,36008,x,x
E07000240,x,12334,16930,22214,26487,29669,37644,x,x
E07000243,11288,16041,21097,25156,30760,36666,42585,x,x
E07000102,11413,16147,22281,27487,30213,35229,41947,x,x
E07000103,8848,x,x,21890,25805,31251,x,x,x
E07000241,8967,16376,21254,25102,27935,33446,39304,45956,x
E10000020,7605,12356,17216,20783,24250,27323,31775,38346,47182
E07000143,6813,11215,15716,18935,23523,25888,27988,31792,x
E07000144,9259,14390,18397,21925,25358,28952,34712,41581,x
E07000145,7698,10197,14676,18814,23440,26802,31155,x,x
E07000146,x,11369,16692,20365,23679,27425,30820,37955,x
E07000147,6490,10948,14859,18501,21911,24867,27175,x,x
E07000148,x,x,17171,21283,24309,27745,33336,38649,x
E07000149,9891,14790,19267,22376,25598,29786,34256,39962,x
E10000029,8626,12952,17459,20818,24156,27191,31346,37973,47448
E07000200,x,14214,17605,20239,23098,25792,31672,x,x
E07000202,9277,13041,17668,21079,24261,27498,31328,37932,x
E07000203,8507,11602,16632,x,x,x,x,x,x
E07000244,7935,11921,15989,19483,23069,26312,30107,35298,x
E07000245,9761,14433,19460,22295,25567,28234,31686,39724,x
E12000007,10726,18666,24236,29470,34583,40260,47819,58051,80251
E13000001,13793,22619,28402,33315,39048,45625,53956,67179,95726
E09000007,x,22544,27931,32000,36892,43041,49618,56010,x
E09000001,26667,33511,41910,49747,60977,72352,89684,111936,x
E09000012,7360,12833,21528,25802,30569,36433,41095,48970,x
E09000013,12029,19370,24752,28988,34317,39931,47751,53520,x
E09000014,7280,11035,15737,20755,24023,29834,34764,40807,x
E09000019,16410,x,29000,33717,38792,44857,52475,x,x
E09000020,8842,16656,21235,25583,29709,34061,38445,x,x
E09000022,8221,14194,21167,26060,30033,34896,41001,47587,x
E09000023,9070,12528,18600,21793,26641,31203,35548,39953,x
E09000025,11502,17669,23740,28063,31457,36672,43378,51904,x
E09000028,14218,22443,27289,33094,37783,43473,49757,59065,x
E09000030,15290,25435,30374,35935,42143,50956,61111,75801,x
E09000032,8840,13737,19176,23749,29228,32816,38413,43971,x
E09000033,17592,25139,30677,36100,42106,48410,56926,68372,x
E13000002,8613,13743,19092,23503,27642,32394,37764,45545,56849
E09000002,7962,13352,18355,22999,26591,31557,36253,41676,x
E09000003,8137,11817,18469,22014,25247,31039,38284,x,x
E09000004,8556,12000,16537,20110,23166,26955,33706,42664,x
E09000005,10060,16220,21122,24768,29450,34737,38551,44821,x
E09000006,7436,11400,16236,20779,25298,31302,37296,45115,x
E09000008,x,16460,22284,27771,30961,34924,39786,45981,x
E09000009,10002,15158,19883,23919,27682,32087,37440,x,x
E09000010,7579,10858,14400,19119,24041,28078,31557,37679,x
E09000011,8923,13054,18014,22596,27678,32900,37568,44104,x
E09000015,7149,11174,16502,21190,24608,30141,36048,42429,x
E09000016,7201,10794,16321,20184,25471,29460,35734,40820,x
E09000017,x,16486,21232,24795,28774,34954,39935,47826,x
E09000018,x,18200,24741,29988,34950,39179,46623,x,x
E09000021,11026,17369,22114,26795,31376,35699,41780,48435,x
E09000024,9370,16251,20926,25075,29816,33410,39832,x,x
E09000026,6035,8764,x,16665,20094,x,x,x,x
E09000027,x,12452,18803,23437,27411,33050,37640,x,x
E09000029,x,13778,19075,22461,26474,29774,33294,39242,x
E09000031,7295,12409,17104,22115,27493,31557,35161,40558,x
E12000008,8829,14485,19369,23258,27300,31750,37500,44610,57482
E06000036,13683,19327,25392,29617,36505,41377,48170,x,x
E06000043,7339,12407,18138,21689,25617,29965,34465,39840,x
E06000060,x,14746,19935,23946,28804,34265,39600,49666,x
E06000046,7733,12429,15221,18566,20565,24386,27456,34134,x
E06000035,8827,13301,17900,21341,26073,30031,33979,38093,x
E06000042,11424,17451,20870,24988,29622,34113,40412,46422,x
E06000044,8163,13187,18259,23088,27060,30594,36153,41656,x
E06000038,11965,18295,22218,25288,30541,34862,39812,46872,x
E06000039,15970,21554,25371,30200,36985,40749,46181,58266,x
E06000045,8767,15470,19527,22782,26970,30743,36363,42366,x
E06000037,x,20117,24287,28770,33840,39969,47051,53317,x
E06000040,9790,15688,20976,26081,29835,33724,39530,50036,x
E06000041,10083,17045,22256,27158,32979,39015,46249,55632,x
E10000011,7797,12186,15656,19318,22203,25072,29395,37066,x
E07000061,x,13586,17451,20193,22630,26160,31331,x,x
E07000062,7685,11742,14736,17656,19902,23353,26071,32687,x
E07000063,x,x,19489,23417,25456,28559,33790,x,x
E07000064,7918,11075,13973,15815,19208,21117,25000,x,x
E07000065,6123,9614,14660,18520,21380,25000,27556,38493,x
E10000014,8880,14102,19409,23425,27142,31983,37118,43695,54952
E07000084,12288,19070,22766,26653,32163,36830,41785,47545,x
E07000085,8314,12483,17448,19294,23954,27513,32105,37092,x
E07000086,x,14199,19266,23305,27743,31990,35670,x,x
E07000087,x,x,x,x,24773,28372,x,x,x
E07000088,x,12713,17040,20411,23889,32155,x,x,x
E07000089,x,13869,20009,25219,31075,37190,x,x,x
E07000090,8816,13717,19441,22522,25445,28840,35400,44588,x
E07000091,7007,11452,15465,19639,24257,28105,34634,40869,x
E07000092,9559,17792,21134,25465,28291,34252,39296,x,x
E07000093,x,13340,19405,23060,26992,30869,35239,39362,x
E07000094,9196,14846,20075,24993,28731,33236,38777,46813,x
E10000016,8543,13657,17761,21207,24767,28995,32844,40061,52188
E07000105,x,15509,17525,20645,25912,29746,34625,x,x
E07000106,x,x,x,x,x,x,x,x,x
E07000107,11006,16300,20810,26153,29723,37730,43346,53160,x
E07000108,9404,15686,19292,23195,26036,30400,35830,x,x
E07000109,x,x,x,23644,27799,29846,x,x,x
E07000110,10903,16464,20282,22991,28238,31110,35014,39716,x
E07000111,7272,12235,17877,20992,26173,29056,32096,x,x
E07000112,7188,11650,15679,19661,22241,24445,30238,x,x
E07000113,x,14947,17720,20392,23318,27292,30365,x,x
E07000114,x,x,x,x,x,x,x,x,x
E07000115,8759,14129,18424,22063,24130,27727,32622,39086,x
E07000116,8036,10877,14263,19294,22589,26449,31326,x,x
E10000025,10386,17036,21787,25372,29576,34043,39351,46554,56026
E07000177,10399,16565,20410,23914,27469,31131,35586,41315,x
E07000178,10453,18058,22617,25978,30664,35212,41006,48245,x
E07000179,8816,15852,21576,25077,28262,32990,38152,44663,x
E07000180,12209,20099,24072,29175,34047,37770,44123,x,x
E07000181,8933,15164,19429,22392,26595,29243,34389,x,x
E10000030,8690,13852,19337,24371,28434,33209,39891,48285,63924
E07000207,6569,9664,14614,17971,23339,27710,33955,x,x
E07000208,x,8787,11697,x,21101,25667,28427,x,x
E07000209,x,17853,23483,27889,31491,35965,42086,47773,x
E07000210,11956,18158,22759,27442,32193,41174,49421,x,x
E07000211,x,11106,16893,22247,27237,31756,36784,44772,x
E07000212,10191,17107,25182,30609,35155,42842,50788,x,x
E07000213,x,x,20538,25577,29822,33977,39415,x,x
E07000214,8653,15550,20191,24659,29067,35988,43124,x,x
E07000215,x,11863,x,23293,26794,30062,38481,x,x
E07000216,9542,14979,18332,20670,23904,27923,31342,x,x
E07000217,x,x,x,x,x,x,x,x,x
E10000032,7848,12377,17960,21199,24743,28158,33103,40035,52570
E07000223,8521,10030,x,20054,22977,24057,26011,x,x
E07000224,x,10111,13395,17578,20763,23120,26665,x,x
E07000225,7137,13672,18378,21214,24072,25815,33106,38567,x
E07000226,12679,18014,21373,26401,30881,35759,42198,52295,x
E07000227,6532,10603,15695,19987,23801,26537,31254,x,x
E07000228,x,x,x,22060,25327,29102,34139,x,x
E07000229,x,11472,17374,20996,24306,28084,x,x,x
E12000009,8022,12644,17253,20597,23790,27599,32031,37985,48305
E06000022,7673,12092,16486,20092,23613,27961,32810,38158,x
E06000058,9051,14077,18792,21241,24261,28252,32117,37963,x
E06000023,9825,15904,20286,23723,27505,31878,37260,44501,58588
E06000059,4586,9604,13331,18025,21508,24775,28527,34405,x
E06000024,8284,12175,16966,19355,22361,27614,30568,35250,x
E06000026,x,12918,16741,19692,22359,25714,29506,34432,x
E06000025,x,14590,18859,22931,27968,32625,37383,42486,x
E06000030,11224,17273,21213,24663,27924,31567,37426,44372,x
E06000027,7805,11604,15787,18981,21217,24291,27934,32421,x
E06000052,7781,11297,14494,17839,20629,23440,27024,32854,x
E06000053,x,x,x,x,x,x,x,x,x
E06000054,7334,12498,16575,20103,23788,27379,31971,37515,48079
E10000008,x,11650,15592,19365,22214,25591,29945,35994,x
E07000040,x,12097,17651,19988,22728,27735,31305,36478,x
E07000041,x,13992,18662,21435,24623,28152,34221,39067,x
E07000042,x,x,x,x,x,x,x,x,x
E07000043,7428,11467,15026,17977,22099,25227,28679,32841,x
E07000044,8676,12705,15019,19571,23666,26505,31880,x,x
E07000045,x,x,15236,17747,20486,23180,x,x,x
E07000046,x,8809,x,x,x,x,x,x,x
E07000047,x,x,11061,12774,15290,x,x,x,x
E10000013,8599,12827,17897,21248,24571,28368,32785,40567,51005
E07000078,x,x,18498,21916,24812,28580,32996,x,x
E07000079,8428,9803,12679,16645,19343,22123,26401,31742,x
E07000080,7607,9505,14370,16729,19558,24841,x,x,x
E07000081,7279,10507,16701,20840,22944,27036,32366,37700,x
E07000082,10509,15996,20429,23054,26534,30553,x,x,x
E07000083,12017,18724,21682,25690,30039,34412,42029,48637,x
E10000027,7778,12437,16345,19895,22785,26430,30092,35504,43319
E07000187,5436,9596,13797,17470,20011,23217,27246,31896,x
E07000188,6772,10488,14656,18134,20968,24187,27965,32809,x
E07000189,9155,13685,17960,20974,24258,27809,31662,38269,x
E07000246,8577,12501,17338,21377,23961,27995,30516,35488,x
W92000004,8602,13565,17737,20562,23585,27388,31681,38008,45875
W06000001,x,14759,18073,20895,25556,28672,31841,x,x
W06000002,7101,11175,14652,17957,19993,24009,27742,34419,x
W06000003,6440,10516,14503,17457,20701,23251,29558,35457,x
W06000004,8586,12927,17753,20021,22419,25401,29897,35756,x
W06000005,11189,16160,19140,20749,24644,29284,33649,38318,x
W06000006,9328,12542,17641,20378,23548,27527,32302,38206,x
W06000023,x,11691,15718,18970,21811,24568,30657,34727,x
W06000008,x,12629,16685,19143,22614,27075,30087,38573,x
W06000009,8002,12298,16004,19316,22980,25581,30421,37511,x
W06000010,7717,13102,16956,20247,23772,26741,30955,38048,x
W06000011,8346,13327,17761,20360,22991,27368,30593,35766,x
W06000012,8139,14749,18993,21693,25688,29443,34284,x,x
W06000013,9135,15664,19699,22568,26633,30339,35105,42205,x
W06000014,8063,13237,16777,19617,21717,25042,28607,x,x
W06000015,10107,15512,19740,22435,25481,28878,33207,39549,50842
W06000016,6703,11898,15504,19041,21750,24839,29044,35752,x
W06000024,7885,11804,17063,19834,21993,24537,28345,x,x
W06000018,7784,12170,17658,20252,23443,27033,31644,39338,x
W06000019,x,x,18376,20770,24097,28845,35311,x,x
W06000020,9598,14362,17753,20906,24287,28981,34331,x,x
W06000021,7967,11299,16951,20144,23137,26667,33479,x,x
W06000022,x,14230,17974,20656,23452,26367,30936,37990,x
S92000003,9141,14633,18953,22417,25970,30378,35354,41446,50585
S12000033,9336,15335,19768,23081,26844,32079,38298,44021,x
S12000034,6281,11982,15742,19544,23473,26915,30944,36176,x
S12000041,6603,11536,15515,19921,22779,x,x,x,x
S12000035,x,11721,15714,19646,22766,25541,30281,36171,x
S12000005,9340,14248,17772,22223,25334,27591,29759,x,x
S12000006,8383,12485,17525,19601,23142,26479,30495,35607,x
S12000042,11501,17455,20797,23179,26390,30348,34185,39183,x
S12000008,9449,15185,20409,24771,28743,33767,39413,43925,x
S12000045,x,12566,15030,17308,20121,22521,x,x,x
S12000010,x,x,x,x,x,x,x,x,x
S12000011,x,x,14403,18359,22182,25003,27569,x,x
S12000036,11424,17375,21143,25264,28927,33214,39954,46819,60275
S12000014,9504,14007,18250,21453,24927,30322,34225,41940,x
S12000047,7818,12258,17040,20556,23422,27391,32615,37994,x
S12000049,10249,16306,20327,23961,27697,33073,38486,43967,53930
S12000017,8650,13911,18003,21773,25372,28613,34167,38483,x
S12000018,x,9815,13481,16668,21740,27405,34854,x,x
S12000019,x,12447,16341,20788,22999,26192,29472,x,x
S12000020,8936,12380,17073,20543,23507,27014,32282,39566,x
S12000013,x,19737,22035,25153,26880,28781,34646,x,x
S12000021,9106,15482,18713,21093,25166,30451,33675,38344,x
S12000050,9501,15054,19084,22938,26377,30426,35619,41412,x
S12000023,x,x,18059,19654,20895,x,x,x,x
S12000048,12074,15811,19724,23276,27288,31232,35807,41736,x
S12000038,7484,12720,16931,21006,24027,28857,33068,39507,x
S12000026,8896,13654,16810,19383,22358,25011,27947,33189,x
S12000027,x,x,20243,25355,29052,33437,41341,x,x
S12000028,8254,x,x,x,24269,28495,x,x,x
S12000029,7729,13093,18179,21819,25266,30057,35087,41183,x
S12000030,11147,15851,19629,23441,29464,32679,36215,41343,x
S12000039,7056,13102,18215,21664,24749,26986,31796,x,x
S12000040,x,16949,20600,23862,26375,30006,33322,37515,x
N92000002,8309,13350,17609,20917,24099,27777,32604,38828,48504
