,Median,Mean,10,20,25,30,40,60,70,75,80,90
E10000013,22791,26665,7189,11441,13958,15544,18992,26773,31292,34525,37898,47621
E07000078,23398,27257,x,13233,14999,16992,20002,27418,31059,35211,x,x
E07000079,x,24933,x,x,x,13535,x,x,x,x,x,x
E07000080,16161,19442,x,8677,9771,10833,14030,19840,23559,x,x,x
E07000081,22453,27267,6201,10361,12657,14980,18345,27077,30914,34819,37290,x
E07000082,23534,26258,8067,12602,15031,16866,19976,27898,31960,34317,38078,x
E07000083,26027,30458,9358,14911,17695,19218,22938,31602,35989,39370,42931,x
E10000027,20057,22582,x,9428,11610,13306,17000,23104,27092,29481,32174,x
E07000187,18681,22458,7257,10676,12168,13383,16661,22137,27739,29414,x,x
E07000188,19337,21445,x,x,x,x,16913,21695,x,x,x,x
E07000189,22261,24261,x,x,x,x,19769,24524,x,x,x,x
E07000190,19038,20648,x,7615,8837,11481,15132,21848,25418,27189,29615,x
E07000191,x,29728,x,x,x,11560,x,x,x,x,x,x
E06000054,21132,24597,5126,10018,11821,14633,18295,25176,29370,31675,35347,x
W92000004,21272,24592,7319,11439,13493,15417,18216,24717,29276,32318,35124,42503
W06000001,21929,23573,x,13912,14976,16422,19243,24628,29875,30582,x,x
W06000002,18522,22636,x,10800,12161,13777,16205,20940,24465,27106,31136,x
W06000003,19690,21589,6130,9504,11387,13555,16585,22560,27182,29836,33573,x
W06000004,20636,23015,7514,11200,12943,15116,18175,24147,28955,32117,33452,x
W06000005,23046,25999,7287,10790,13665,15366,19362,27251,31795,34714,36615,x
W06000006,22147,24325,7517,11645,14041,16059,18104,25000,28647,30485,34001,x
W06000023,19569,22542,x,x,13348,14419,16890,23037,26324,27721,x,x
W06000008,18676,21155,x,x,11190,13638,16503,21877,24877,28564,x,x
W06000009,18725,22642,6127,10161,11129,12398,15921,21232,25754,28702,x,x
W06000010,20397,25423,7603,11128,13207,14900,17651,24000,28221,32467,x,x
W06000011,20204,23444,6413,10588,12594,14509,17273,23439,27124,30317,33346,x
W06000012,24441,25125,9265,13498,15299,17401,20094,28334,32513,34622,36519,x
W06000013,22319,25732,7979,11373,13375,15749,18733,26094,31728,36577,38326,x
W06000014,21695,26113,x,10483,12060,14712,17595,23940,29491,x,x,x
W06000015,22583,27160,x,12268,15117,16714,19597,26654,32340,34871,x,x
W06000016,21556,24678,8072,12734,14697,15591,18519,24956,29828,32025,34726,x
W06000024,19834,23425,7333,10188,12362,14835,16759,22010,24325,x,x,x
W06000018,21768,24304,x,10410,12756,14893,17972,24563,28849,31830,36252,x
W06000019,x,21060,x,x,x,x,x,x,x,x,x,x
W06000020,21957,24899,8817,12002,14846,16747,19166,25809,31441,33666,35465,x
W06000021,21938,24057,6339,11464,13806,15592,18777,25695,29900,32506,33978,x
W06000022,22159,24789,8089,12265,14253,16445,19341,26029,28995,31022,34835,x
S92000003,23122,27274,7894,12504,14590,16460,19790,27098,31616,34435,37148,47148
S12000033,25349,31351,7424,13361,15716,17764,21659,29462,35497,38175,42884,x
S12000034,20726,25212,6480,10002,12231,13801,17143,24471,28894,31038,x,x
S12000041,20022,22540,x,11220,13235,15065,17710,23276,26559,28517,x,x
S12000035,22837,24408,x,x,12034,15185,19101,26505,31087,33704,37319,x
S12000005,21907,22880,x,10474,13218,14566,17810,25893,28695,31649,x,x
S12000006,18929,23413,7449,10480,12000,13912,16395,21457,26195,29313,33126,x
S12000042,22495,25515,x,13923,15365,16943,19446,26355,30210,32718,35763,x
S12000008,21970,23008,7724,10917,13656,14978,18294,25362,29973,32138,34082,x
S12000045,18399,x,x,9381,11323,12551,15527,21674,26027,x,x,x
S12000010,21347,24092,x,x,x,14091,16832,24954,28975,x,x,x
S12000011,18017,20942,x,x,x,x,15000,21334,26089,28143,x,x
S12000036,27239,33424,9525,15448,17861,19783,23218,31755,37357,41058,46126,59408
S12000014,22925,26199,8016,13224,14965,16857,19814,27695,31493,33666,36628,x
S12000015,20256,24059,7619,11201,13216,14766,17565,24125,28596,30460,33153,x
S12000046,24146,28407,8832,13465,15650,17579,20834,28116,32886,35577,38439,48816
S12000017,22352,25011,6984,10845,12960,15180,19039,25731,29659,32806,35643,x
S12000018,19179,25023,x,10341,11379,12905,16394,24432,28837,32531,x,x
S12000019,24295,28111,9472,13149,16268,17400,21145,28333,33946,x,x,x
S12000020,x,23889,x,x,x,x,x,x,x,x,x,x
S12000013,19990,22275,x,12582,13537,15830,18425,22769,25225,x,x,x
S12000021,21926,24465,8021,11914,13722,15803,18505,25750,29966,32022,35011,x
S12000044,23399,26326,8899,13425,15396,17219,20356,26729,30199,33024,35763,x
S12000023,x,19663,x,x,x,x,x,20589,x,x,x,x
S12000024,20736,24261,7261,11347,13135,15083,18315,25559,29319,31406,32890,x
S12000038,22606,25906,x,12006,14322,16635,19869,25701,30399,32526,35526,x
S12000026,20969,24436,7816,12664,15032,16245,18382,24467,27581,30823,33488,x
S12000027,26418,26999,x,x,x,x,22225,30522,x,x,x,x
S12000028,23093,27891,8104,11884,13781,15858,18882,27033,32883,36220,40960,x
S12000029,23238,25631,7897,12264,14958,16852,20259,28366,32208,34420,36941,x
S12000030,22652,27319,7893,14085,15385,16543,19330,26793,31515,33380,36867,x
S12000039,22582,24964,7741,11605,13052,14625,18141,25551,28987,31448,x,x
S12000040,23394,26959,8856,13895,15574,17123,20234,26951,31505,34199,36201,x
N92000002,21215,24975,7534,11627,13715,15233,18127,24782,29294,31954,35779,43700
